[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:17:07.514795] Sent record 65605
[2025-05-21 04:17:08.515535] Sent record 65606
[2025-05-21 04:17:09.516190] Sent record 65607
[2025-05-21 04:17:10.517255] Sent record 65608
[2025-05-21 04:17:11.518080] Sent record 65609
[2025-05-21 04:17:12.518878] Sent record 65610
[2025-05-21 04:17:13.519563] Sent record 65613
[2025-05-21 04:17:14.520325] Sent record 65614
[2025-05-21 04:17:15.521109] Sent record 65611
[2025-05-21 04:17:16.521905] Sent record 65612
[2025-05-21 04:17:17.522749] Sent record 65615
[2025-05-21 04:17:18.523353] Sent record 65616
[2025-05-21 04:17:19.523959] Sent record 65617
[2025-05-21 04:17:20.524863] Sent record 65618
[2025-05-21 04:17:21.525857] Sent record 65619
[2025-05-21 04:17:22.526608] Sent record 65620
[2025-05-21 04:17:23.527584] Sent record 65623
[2025-05-21 04:17:24.528156] Sent record 65621
[2025-05-21 04:17:25.528986] Sent record 65622
[2025-05-21 04:17:26.529743] Sent record 65624
[2025-05-21 04:17:27.530627] Sent record 65625
[2025-05-21 04:17:28.531399] Sent record 65626
[2025-05-21 04:17:29.532473] Sent record 65627
[2025-05-21 04:17:30.533248] Sent record 65628
[2025-05-21 04:17:31.533971] Sent record 65629
[2025-05-21 04:17:32.534744] Sent record 65630
[2025-05-21 04:17:33.535634] Sent record 65631
[2025-05-21 04:17:34.536402] Sent record 65632
[2025-05-21 04:17:35.537278] Sent record 65635
[2025-05-21 04:17:36.538161] Sent record 65633
[2025-05-21 04:17:37.539052] Sent record 65634
[2025-05-21 04:17:38.539824] Sent record 65637
[2025-05-21 04:17:39.540683] Sent record 65638
[2025-05-21 04:17:40.541582] Sent record 65639
[2025-05-21 04:17:41.542288] Sent record 65636
[2025-05-21 04:17:42.543131] Sent record 65640
[2025-05-21 04:17:43.544813] Sent record 65641
[2025-05-21 04:17:44.545682] Sent record 65642
[2025-05-21 04:17:45.546851] Sent record 65643
[2025-05-21 04:17:46.547545] Sent record 65644
[2025-05-21 04:17:47.548339] Sent record 65645
[2025-05-21 04:17:48.549233] Sent record 65646
[2025-05-21 04:17:49.550101] Sent record 65647
[2025-05-21 04:17:50.551058] Sent record 65648
[2025-05-21 04:17:51.551971] Sent record 65649
[2025-05-21 04:17:52.552789] Sent record 65650
[2025-05-21 04:17:53.553417] Sent record 65651
[2025-05-21 04:17:54.554152] Sent record 65654
[2025-05-21 04:17:55.555086] Sent record 65652
[2025-05-21 04:17:56.555824] Sent record 65653
[2025-05-21 04:17:57.556549] Sent record 65655
[2025-05-21 04:17:58.557390] Sent record 65656
[2025-05-21 04:17:59.558181] Sent record 65657
[2025-05-21 04:18:00.558871] Sent record 65658
[2025-05-21 04:18:01.561425] Sent record 65659
[2025-05-21 04:18:02.562295] Sent record 65660
[2025-05-21 04:18:03.563134] Sent record 65663
[2025-05-21 04:18:04.564081] Sent record 65664
[2025-05-21 04:18:05.564999] Sent record 65661
[2025-05-21 04:18:06.565885] Sent record 65662
[2025-05-21 04:18:07.566716] Sent record 65665
[2025-05-21 04:18:08.567773] Sent record 65666
[2025-05-21 04:18:09.568543] Sent record 65667
[2025-05-21 04:18:10.570794] Sent record 65668
[2025-05-21 04:18:11.571714] Sent record 65669
[2025-05-21 04:18:12.572496] Sent record 65670
[2025-05-21 04:18:13.573565] Sent record 65671
[2025-05-21 04:18:14.574364] Sent record 65672
[2025-05-21 04:18:15.575135] Sent record 65673
[2025-05-21 04:18:16.575684] Sent record 65678
[2025-05-21 04:18:17.576399] Sent record 65677
[2025-05-21 04:18:18.577442] Sent record 65674
[2025-05-21 04:18:19.578211] Sent record 65675
[2025-05-21 04:18:20.578899] Sent record 65676
[2025-05-21 04:18:21.579794] Sent record 65680
[2025-05-21 04:18:22.580582] Sent record 65679
[2025-05-21 04:18:23.581258] Sent record 65681
[2025-05-21 04:18:24.581926] Sent record 65684
[2025-05-21 04:18:25.582727] Sent record 65682
[2025-05-21 04:18:26.583622] Sent record 65683
[2025-05-21 04:18:27.584326] Sent record 65685
[2025-05-21 04:18:28.585098] Sent record 65686
[2025-05-21 04:18:29.585887] Sent record 65687
[2025-05-21 04:18:30.586927] Sent record 65688
[2025-05-21 04:18:31.587698] Sent record 65689
[2025-05-21 04:18:32.588366] Sent record 65690
[2025-05-21 04:18:33.589437] Sent record 65691
[2025-05-21 04:18:34.590175] Sent record 65692
[2025-05-21 04:18:35.591036] Sent record 65693
[2025-05-21 04:18:36.591765] Sent record 65694
[2025-05-21 04:18:37.592638] Sent record 65695
[2025-05-21 04:18:38.593376] Sent record 65697
[2025-05-21 04:18:39.594256] Sent record 65696
[2025-05-21 04:18:40.596474] Sent record 65699
[2025-05-21 04:18:41.597332] Sent record 65698
[2025-05-21 04:18:42.598218] Sent record 65700
[2025-05-21 04:18:43.598941] Sent record 65701
[2025-05-21 04:18:44.599758] Sent record 65702
[2025-05-21 04:18:45.600704] Sent record 65703
[2025-05-21 04:18:46.601684] Sent record 65704
[2025-05-21 04:18:47.602468] Sent record 65705
[2025-05-21 04:18:48.603350] Sent record 65706
[2025-05-21 04:18:49.604177] Sent record 65707
[2025-05-21 04:18:50.605178] Sent record 65708
[2025-05-21 04:18:51.605915] Sent record 65709
[2025-05-21 04:18:52.606676] Sent record 65711
[2025-05-21 04:18:53.607381] Sent record 65712
[2025-05-21 04:18:54.608117] Sent record 65710
[2025-05-21 04:18:55.608940] Sent record 65713
[2025-05-21 04:18:56.609924] Sent record 65714
[2025-05-21 04:18:57.610547] Sent record 65715
[2025-05-21 04:18:58.611258] Sent record 65716
[2025-05-21 04:18:59.612068] Sent record 65717
[2025-05-21 04:19:00.612816] Sent record 65718
[2025-05-21 04:19:01.613584] Sent record 65720
[2025-05-21 04:19:02.614362] Sent record 65722
[2025-05-21 04:19:03.615226] Sent record 65719
[2025-05-21 04:19:04.616000] Sent record 65721
[2025-05-21 04:19:05.616851] Sent record 65723
[2025-05-21 04:19:06.617606] Sent record 65724
[2025-05-21 04:19:07.618269] Sent record 65725
[2025-05-21 04:19:08.619095] Sent record 65726
[2025-05-21 04:19:09.619958] Sent record 65727
[2025-05-21 04:19:10.620679] Sent record 65729
[2025-05-21 04:19:11.621679] Sent record 65730
[2025-05-21 04:19:12.622540] Sent record 65731
[2025-05-21 04:19:13.623387] Sent record 65732
[2025-05-21 04:19:14.624390] Sent record 65733
[2025-05-21 04:19:15.625197] Sent record 65728
[2025-05-21 04:19:16.625788] Sent record 65736
[2025-05-21 04:19:17.626563] Sent record 65734
[2025-05-21 04:19:18.627357] Sent record 65735
[2025-05-21 04:19:19.628122] Sent record 65738
[2025-05-21 04:19:20.629063] Sent record 65737
[2025-05-21 04:19:21.629866] Sent record 65739
[2025-05-21 04:19:22.630570] Sent record 65740
[2025-05-21 04:19:23.631368] Sent record 65741
[2025-05-21 04:19:24.632117] Sent record 65742
[2025-05-21 04:19:25.632962] Sent record 65743
[2025-05-21 04:19:26.633731] Sent record 65744
[2025-05-21 04:19:27.634320] Sent record 65745
[2025-05-21 04:19:28.635082] Sent record 65746
[2025-05-21 04:19:29.635916] Sent record 65749
[2025-05-21 04:19:30.636708] Sent record 65747
[2025-05-21 04:19:31.637678] Sent record 65748
[2025-05-21 04:19:32.638433] Sent record 65750
[2025-05-21 04:19:33.639202] Sent record 65751
[2025-05-21 04:19:34.640169] Sent record 65752
[2025-05-21 04:19:35.646551] Sent record 65753
[2025-05-21 04:19:36.647451] Sent record 65754
[2025-05-21 04:19:37.648339] Sent record 65757
[2025-05-21 04:19:38.648969] Sent record 65758
[2025-05-21 04:19:39.649837] Sent record 65756
[2025-05-21 04:19:40.650610] Sent record 65755
[2025-05-21 04:19:41.651487] Sent record 65759
[2025-05-21 04:19:42.652326] Sent record 65761
[2025-05-21 04:19:43.653178] Sent record 65760
[2025-05-21 04:19:44.654403] Sent record 65762
[2025-05-21 04:19:45.655185] Sent record 65763
[2025-05-21 04:19:46.656103] Sent record 65764
[2025-05-21 04:19:47.656834] Sent record 65765
[2025-05-21 04:19:48.657623] Sent record 65766
[2025-05-21 04:19:49.658628] Sent record 65767
[2025-05-21 04:19:50.660609] Sent record 65768
[2025-05-21 04:19:51.661353] Sent record 65769
[2025-05-21 04:19:52.662188] Sent record 65770
[2025-05-21 04:19:53.662837] Sent record 65771
[2025-05-21 04:19:54.663509] Sent record 65772
[2025-05-21 04:19:55.664231] Sent record 65773
[2025-05-21 04:19:56.664939] Sent record 65774
[2025-05-21 04:19:57.665648] Sent record 65775
[2025-05-21 04:19:58.666552] Sent record 65779
[2025-05-21 04:19:59.667540] Sent record 65778
[2025-05-21 04:20:00.668261] Sent record 65776
[2025-05-21 04:20:01.669145] Sent record 65777
[2025-05-21 04:20:02.669946] Sent record 65780
[2025-05-21 04:20:03.670704] Sent record 65781
[2025-05-21 04:20:04.671537] Sent record 65782
[2025-05-21 04:20:05.672611] Sent record 65783
[2025-05-21 04:20:06.673609] Sent record 65784
[2025-05-21 04:20:07.683819] Sent record 65785
[2025-05-21 04:20:08.684597] Sent record 65786
[2025-05-21 04:20:09.685525] Sent record 65790
[2025-05-21 04:20:10.686370] Sent record 65788
[2025-05-21 04:20:11.687220] Sent record 65787
[2025-05-21 04:20:12.688269] Sent record 65789
[2025-05-21 04:20:13.689053] Sent record 65791
[2025-05-21 04:20:14.690139] Sent record 65792
[2025-05-21 04:20:15.690906] Sent record 65793
[2025-05-21 04:20:16.691694] Sent record 65794
[2025-05-21 04:20:17.692171] Sent record 65795
[2025-05-21 04:20:18.693156] Sent record 65796
[2025-05-21 04:20:19.693991] Sent record 65797
[2025-05-21 04:20:20.694839] Sent record 65798
[2025-05-21 04:20:21.695803] Sent record 65799
[2025-05-21 04:20:22.696499] Sent record 65802
[2025-05-21 04:20:23.697599] Sent record 65800
[2025-05-21 04:20:24.698748] Sent record 65801
[2025-05-21 04:20:25.699494] Sent record 65803
[2025-05-21 04:20:26.700339] Sent record 65804
[2025-05-21 04:20:27.701089] Sent record 65805
[2025-05-21 04:20:28.701793] Sent record 65806
[2025-05-21 04:20:29.702711] Sent record 65807
[2025-05-21 04:20:30.703345] Sent record 65810
[2025-05-21 04:20:31.704261] Sent record 65809
[2025-05-21 04:20:32.705315] Sent record 65808
[2025-05-21 04:20:33.706360] Sent record 65812
[2025-05-21 04:20:34.707234] Sent record 65811
[2025-05-21 04:20:35.708000] Sent record 65813
[2025-05-21 04:20:36.708781] Sent record 65814
[2025-05-21 04:20:37.709489] Sent record 65815
[2025-05-21 04:20:38.710245] Sent record 65816
[2025-05-21 04:20:39.711215] Sent record 65817
[2025-05-21 04:20:40.712015] Sent record 65821
[2025-05-21 04:20:41.713060] Sent record 65819
[2025-05-21 04:20:42.714025] Sent record 65818
[2025-05-21 04:20:43.714831] Sent record 65820
[2025-05-21 04:20:44.715607] Sent record 65822
[2025-05-21 04:20:45.716333] Sent record 65823
[2025-05-21 04:20:46.716962] Sent record 65824
[2025-05-21 04:20:47.717705] Sent record 65825
[2025-05-21 04:20:48.718563] Sent record 65826
[2025-05-21 04:20:49.719732] Sent record 65827
[2025-05-21 04:20:50.720330] Sent record 65829
[2025-05-21 04:20:51.721278] Sent record 65828
[2025-05-21 04:20:52.722188] Sent record 65830
[2025-05-21 04:20:53.722976] Sent record 65831
[2025-05-21 04:20:54.723854] Sent record 65832
[2025-05-21 04:20:55.724589] Sent record 65833
[2025-05-21 04:20:56.725272] Sent record 65834
[2025-05-21 04:20:57.726186] Sent record 65835
[2025-05-21 04:20:58.726805] Sent record 65836
[2025-05-21 04:20:59.727685] Sent record 65837
[2025-05-21 04:21:00.728231] Sent record 65838
[2025-05-21 04:21:01.729164] Sent record 65839
[2025-05-21 04:21:02.729989] Sent record 65842
[2025-05-21 04:21:03.730769] Sent record 65840
[2025-05-21 04:21:04.731535] Sent record 65841
[2025-05-21 04:21:05.732280] Sent record 65843
[2025-05-21 04:21:06.733141] Sent record 65845
[2025-05-21 04:21:07.733918] Sent record 65846
[2025-05-21 04:21:08.734791] Sent record 65847
[2025-05-21 04:21:09.735594] Sent record 65844
[2025-05-21 04:21:10.736230] Sent record 65848
[2025-05-21 04:21:11.736760] Sent record 65849
[2025-05-21 04:21:12.737818] Sent record 65850
[2025-05-21 04:21:13.738636] Sent record 65852
[2025-05-21 04:21:14.739395] Sent record 65851
[2025-05-21 04:21:15.740201] Sent record 65853
[2025-05-21 04:21:16.740953] Sent record 65854
[2025-05-21 04:21:17.741781] Sent record 65855
[2025-05-21 04:21:18.742506] Sent record 65856
[2025-05-21 04:21:19.743322] Sent record 65857
[2025-05-21 04:21:20.744161] Sent record 65862
[2025-05-21 04:21:21.744940] Sent record 65863
[2025-05-21 04:21:22.745690] Sent record 65861
[2025-05-21 04:21:23.746413] Sent record 65859
[2025-05-21 04:21:24.747267] Sent record 65858
[2025-05-21 04:21:25.748075] Sent record 65860
[2025-05-21 04:21:26.748889] Sent record 65864
[2025-05-21 04:21:27.749733] Sent record 65865
[2025-05-21 04:21:28.750574] Sent record 65866
[2025-05-21 04:21:29.751585] Sent record 65867
[2025-05-21 04:21:30.752412] Sent record 65868
[2025-05-21 04:21:31.753249] Sent record 65869
[2025-05-21 04:21:32.754081] Sent record 65873
[2025-05-21 04:21:33.754924] Sent record 65870
[2025-05-21 04:21:34.755825] Sent record 65871
[2025-05-21 04:21:35.756631] Sent record 65872
[2025-05-21 04:21:36.757491] Sent record 65874
[2025-05-21 04:21:37.758463] Sent record 65875
[2025-05-21 04:21:38.759187] Sent record 65876
[2025-05-21 04:21:39.760011] Sent record 65877
[2025-05-21 04:21:40.760605] Sent record 65880
[2025-05-21 04:21:41.761294] Sent record 65879
[2025-05-21 04:21:42.762282] Sent record 65878
[2025-05-21 04:21:43.763120] Sent record 65884
[2025-05-21 04:21:44.763951] Sent record 65881
[2025-05-21 04:21:45.764774] Sent record 65882
[2025-05-21 04:21:46.765365] Sent record 65883
[2025-05-21 04:21:47.766085] Sent record 65885
[2025-05-21 04:21:48.766849] Sent record 65886
[2025-05-21 04:21:49.767597] Sent record 65887
[2025-05-21 04:21:50.768300] Sent record 65888
[2025-05-21 04:21:51.769133] Sent record 65889
[2025-05-21 04:21:52.769752] Sent record 65890
[2025-05-21 04:21:53.770495] Sent record 65891
[2025-05-21 04:21:54.771304] Sent record 65892
[2025-05-21 04:21:55.772102] Sent record 65893
[2025-05-21 04:21:56.772812] Sent record 65894
[2025-05-21 04:21:57.773523] Sent record 65895
[2025-05-21 04:21:58.774373] Sent record 65896
[2025-05-21 04:21:59.775105] Sent record 65897
[2025-05-21 04:22:00.775971] Sent record 65902
[2025-05-21 04:22:01.776754] Sent record 65901
[2025-05-21 04:22:02.777543] Sent record 65899
[2025-05-21 04:22:03.778361] Sent record 65900
[2025-05-21 04:22:04.779164] Sent record 65898
[2025-05-21 04:22:05.779902] Sent record 65903
[2025-05-21 04:22:06.780751] Sent record 65904
[2025-05-21 04:22:07.781457] Sent record 65905
[2025-05-21 04:22:08.782189] Sent record 65906
[2025-05-21 04:22:09.782795] Sent record 65907
[2025-05-21 04:22:10.783648] Sent record 65908
[2025-05-21 04:22:11.784431] Sent record 65909
[2025-05-21 04:22:12.785160] Sent record 65910
[2025-05-21 04:22:13.785687] Sent record 65912
[2025-05-21 04:22:14.786529] Sent record 65913
[2025-05-21 04:22:15.787346] Sent record 65914
[2025-05-21 04:22:16.788282] Sent record 65911
[2025-05-21 04:22:17.789110] Sent record 65915
[2025-05-21 04:22:18.789952] Sent record 65916
[2025-05-21 04:22:19.790729] Sent record 65917
[2025-05-21 04:22:20.791948] Sent record 65918
[2025-05-21 04:22:21.792756] Sent record 65919
[2025-05-21 04:22:22.793534] Sent record 65921
[2025-05-21 04:22:23.794283] Sent record 65923
[2025-05-21 04:22:24.795064] Sent record 65920
[2025-05-21 04:22:25.795893] Sent record 65922
[2025-05-21 04:22:26.796575] Sent record 65924
[2025-05-21 04:22:27.797598] Sent record 65925
[2025-05-21 04:22:28.798387] Sent record 65926
[2025-05-21 04:22:29.933906] Sent record 65927
[2025-05-21 04:22:30.934987] Sent record 65928
[2025-05-21 04:22:31.935840] Sent record 65929
[2025-05-21 04:22:32.936641] Sent record 65930
[2025-05-21 04:22:33.937417] Sent record 65931
[2025-05-21 04:22:34.938308] Sent record 65932
[2025-05-21 04:22:35.939008] Sent record 65933
[2025-05-21 04:22:36.939870] Sent record 65934
[2025-05-21 04:22:37.940524] Sent record 65935
[2025-05-21 04:22:38.941135] Sent record 65936
[2025-05-21 04:22:39.941880] Sent record 65937
[2025-05-21 04:22:40.942554] Sent record 65940
[2025-05-21 04:22:41.943381] Sent record 65938
[2025-05-21 04:22:42.944158] Sent record 65939
[2025-05-21 04:22:43.945055] Sent record 65941
[2025-05-21 04:22:44.945797] Sent record 65942
[2025-05-21 04:22:45.946480] Sent record 65943
[2025-05-21 04:22:46.947041] Sent record 65944
[2025-05-21 04:22:47.947636] Sent record 65945
[2025-05-21 04:22:48.948138] Sent record 65946
[2025-05-21 04:22:49.948939] Sent record 65947
[2025-05-21 04:22:50.950479] Sent record 65948
[2025-05-21 04:22:51.951152] Sent record 65951
[2025-05-21 04:22:52.951869] Sent record 65949
[2025-05-21 04:22:53.952600] Sent record 65950
[2025-05-21 04:22:54.953134] Sent record 65952
[2025-05-21 04:22:55.953635] Sent record 65953
[2025-05-21 04:22:56.954482] Sent record 65954
[2025-05-21 04:22:57.955246] Sent record 65955
[2025-05-21 04:22:58.956524] Sent record 65956
[2025-05-21 04:22:59.957476] Sent record 65957
[2025-05-21 04:23:00.958321] Sent record 65958
[2025-05-21 04:23:01.959163] Sent record 65959
[2025-05-21 04:23:02.964433] Sent record 65960
[2025-05-21 04:23:03.965298] Sent record 65961
[2025-05-21 04:23:04.965906] Sent record 65962
[2025-05-21 04:23:05.967022] Sent record 65963
[2025-05-21 04:23:06.968155] Sent record 65964
[2025-05-21 04:23:07.968871] Sent record 65965
[2025-05-21 04:23:08.969419] Sent record 65966
[2025-05-21 04:23:09.970327] Sent record 65967
[2025-05-21 04:23:10.971065] Sent record 65968
[2025-05-21 04:23:11.971808] Sent record 65971
[2025-05-21 04:23:12.972607] Sent record 65969
[2025-05-21 04:23:13.973409] Sent record 65970
[2025-05-21 04:23:14.974001] Sent record 65972
[2025-05-21 04:23:15.974753] Sent record 65973
[2025-05-21 04:23:16.975394] Sent record 65974
[2025-05-21 04:23:17.976145] Sent record 65980
[2025-05-21 04:23:18.977065] Sent record 65978
[2025-05-21 04:23:19.977844] Sent record 65979
[2025-05-21 04:23:20.978590] Sent record 65976
[2025-05-21 04:23:21.979345] Sent record 65975
[2025-05-21 04:23:22.980163] Sent record 65977
[2025-05-21 04:23:23.980971] Sent record 65981
[2025-05-21 04:23:24.981710] Sent record 65982
[2025-05-21 04:23:25.982386] Sent record 65983
[2025-05-21 04:23:26.983138] Sent record 65984
[2025-05-21 04:23:27.983906] Sent record 65985
[2025-05-21 04:23:28.985158] Sent record 65991
[2025-05-21 04:23:29.986002] Sent record 65990
[2025-05-21 04:23:30.986709] Sent record 65988
[2025-05-21 04:23:31.987683] Sent record 65987
[2025-05-21 04:23:32.988628] Sent record 65986
[2025-05-21 04:23:33.989967] Sent record 65989
[2025-05-21 04:23:34.990880] Sent record 65992
[2025-05-21 04:23:35.991698] Sent record 65993
[2025-05-21 04:23:36.992391] Sent record 65994
[2025-05-21 04:23:37.993398] Sent record 65995
[2025-05-21 04:23:38.994305] Sent record 65996
[2025-05-21 04:23:39.994895] Sent record 66000
[2025-05-21 04:23:40.995635] Sent record 65999
[2025-05-21 04:23:41.996466] Sent record 65998
[2025-05-21 04:23:42.997275] Sent record 65997
[2025-05-21 04:23:43.997924] Sent record 66002
[2025-05-21 04:23:44.998938] Sent record 66003
[2025-05-21 04:23:45.999627] Sent record 66001
[2025-05-21 04:23:47.000168] Sent record 66004
[2025-05-21 04:23:48.001025] Sent record 66005
[2025-05-21 04:23:49.001957] Sent record 66006
[2025-05-21 04:23:50.002935] Sent record 66007
[2025-05-21 04:23:51.003824] Sent record 66008
[2025-05-21 04:23:52.004578] Sent record 66010
[2025-05-21 04:23:53.005356] Sent record 66009
[2025-05-21 04:23:54.006106] Sent record 66011
[2025-05-21 04:23:55.006857] Sent record 66012
[2025-05-21 04:23:56.007536] Sent record 66013
[2025-05-21 04:23:57.008267] Sent record 66014
[2025-05-21 04:23:58.009155] Sent record 66015
[2025-05-21 04:23:59.009937] Sent record 66016
[2025-05-21 04:24:00.010532] Sent record 66020
[2025-05-21 04:24:01.011289] Sent record 66021
[2025-05-21 04:24:02.012083] Sent record 66018
[2025-05-21 04:24:03.012979] Sent record 66019
[2025-05-21 04:24:04.013855] Sent record 66017
[2025-05-21 04:24:05.014729] Sent record 66025
[2025-05-21 04:24:06.015585] Sent record 66022
[2025-05-21 04:24:07.016213] Sent record 66023
[2025-05-21 04:24:08.017404] Sent record 66024
[2025-05-21 04:24:09.018347] Sent record 66026
[2025-05-21 04:24:10.018937] Sent record 66027
[2025-05-21 04:24:11.019858] Sent record 66028
[2025-05-21 04:24:12.021823] Sent record 66029
[2025-05-21 04:24:13.022455] Sent record 66031
[2025-05-21 04:24:14.023233] Sent record 66030
[2025-05-21 04:24:15.023956] Sent record 66032
[2025-05-21 04:24:16.024896] Sent record 66033
[2025-05-21 04:24:17.025891] Sent record 66034
[2025-05-21 04:24:18.026694] Sent record 66035
[2025-05-21 04:24:19.029132] Sent record 66036
[2025-05-21 04:24:20.029923] Sent record 66037
[2025-05-21 04:24:21.030744] Sent record 66038
[2025-05-21 04:24:22.031442] Sent record 66039
[2025-05-21 04:24:23.032192] Sent record 66040
[2025-05-21 04:24:24.032978] Sent record 66044
[2025-05-21 04:24:25.033882] Sent record 66043
[2025-05-21 04:24:26.034600] Sent record 66041
[2025-05-21 04:24:27.035392] Sent record 66042
[2025-05-21 04:24:28.036106] Sent record 66046
[2025-05-21 04:24:29.037215] Sent record 66045
[2025-05-21 04:24:30.037865] Sent record 66047
[2025-05-21 04:24:31.039072] Sent record 66048
[2025-05-21 04:24:32.039886] Sent record 66049
[2025-05-21 04:24:33.040683] Sent record 66050
[2025-05-21 04:24:34.041369] Sent record 66051
[2025-05-21 04:24:35.042495] Sent record 66054
[2025-05-21 04:24:36.043356] Sent record 66052
[2025-05-21 04:24:37.044117] Sent record 66053
[2025-05-21 04:24:38.045080] Sent record 66055
[2025-05-21 04:24:39.046319] Sent record 66056
[2025-05-21 04:24:40.047181] Sent record 66057
[2025-05-21 04:24:41.047841] Sent record 66058
[2025-05-21 04:24:42.048939] Sent record 66059
[2025-05-21 04:24:43.049771] Sent record 66060
[2025-05-21 04:24:44.050584] Sent record 66067
[2025-05-21 04:24:45.051291] Sent record 66066
[2025-05-21 04:24:46.052052] Sent record 66065
[2025-05-21 04:24:47.052746] Sent record 66063
[2025-05-21 04:24:48.053340] Sent record 66062
[2025-05-21 04:24:49.054097] Sent record 66061
[2025-05-21 04:24:50.055138] Sent record 66064
[2025-05-21 04:24:51.056138] Sent record 66068
[2025-05-21 04:24:52.056980] Sent record 66069
[2025-05-21 04:24:53.058205] Sent record 66070
[2025-05-21 04:24:54.059237] Sent record 66071
[2025-05-21 04:24:55.060017] Sent record 66072
[2025-05-21 04:24:56.060945] Sent record 66073
[2025-05-21 04:24:57.063634] Sent record 66076
[2025-05-21 04:24:58.064503] Sent record 66075
[2025-05-21 04:24:59.065390] Sent record 66074
[2025-05-21 04:25:00.066351] Sent record 66077
[2025-05-21 04:25:01.067084] Sent record 66078
[2025-05-21 04:25:02.067647] Sent record 66079
[2025-05-21 04:25:03.068253] Sent record 66080
[2025-05-21 04:25:04.069031] Sent record 66081
[2025-05-21 04:25:05.069791] Sent record 66082
[2025-05-21 04:25:06.070712] Sent record 66089
[2025-05-21 04:25:07.071512] Sent record 66088
[2025-05-21 04:25:08.072293] Sent record 66087
[2025-05-21 04:25:09.073184] Sent record 66085
[2025-05-21 04:25:10.074107] Sent record 66084
[2025-05-21 04:25:11.075004] Sent record 66086
[2025-05-21 04:25:12.088014] Sent record 66083
[2025-05-21 04:25:13.088837] Sent record 66090
[2025-05-21 04:25:14.090036] Sent record 66092
[2025-05-21 04:25:15.090764] Sent record 66097
[2025-05-21 04:25:16.091623] Sent record 66096
[2025-05-21 04:25:17.092382] Sent record 66091
[2025-05-21 04:25:18.092965] Sent record 66094
[2025-05-21 04:25:19.093773] Sent record 66093
[2025-05-21 04:25:20.094566] Sent record 66095
[2025-05-21 04:25:21.095398] Sent record 66098
[2025-05-21 04:25:22.096267] Sent record 66099
[2025-05-21 04:25:23.097068] Sent record 66100
[2025-05-21 04:25:24.145686] Sent record 66101
[2025-05-21 04:25:25.146533] Sent record 66105
[2025-05-21 04:25:26.147452] Sent record 66106
[2025-05-21 04:25:27.148277] Sent record 66103
[2025-05-21 04:25:28.149136] Sent record 66102
[2025-05-21 04:25:29.150108] Sent record 66104
[2025-05-21 04:25:30.150837] Sent record 66107
[2025-05-21 04:25:31.151793] Sent record 66108
[2025-05-21 04:25:32.152621] Sent record 66109
[2025-05-21 04:25:33.153471] Sent record 66110
[2025-05-21 04:25:34.154340] Sent record 66111
[2025-05-21 04:25:35.155357] Sent record 66112
[2025-05-21 04:25:36.156163] Sent record 66113
[2025-05-21 04:25:37.156932] Sent record 66114
[2025-05-21 04:25:38.157630] Sent record 66118
[2025-05-21 04:25:39.158350] Sent record 66115
[2025-05-21 04:25:40.159515] Sent record 66116
[2025-05-21 04:25:41.160341] Sent record 66117
[2025-05-21 04:25:42.161151] Sent record 66119
[2025-05-21 04:25:43.162220] Sent record 66120
[2025-05-21 04:25:44.163027] Sent record 66121
[2025-05-21 04:25:45.163972] Sent record 66122
[2025-05-21 04:25:46.164740] Sent record 66123
[2025-05-21 04:25:47.165474] Sent record 66126
[2025-05-21 04:25:48.166218] Sent record 66124
[2025-05-21 04:25:49.167023] Sent record 66125
[2025-05-21 04:25:50.167855] Sent record 66127
[2025-05-21 04:25:51.168627] Sent record 66128
[2025-05-21 04:25:52.169610] Sent record 66129
[2025-05-21 04:25:53.170367] Sent record 66130
[2025-05-21 04:25:54.171144] Sent record 66131
[2025-05-21 04:25:55.172005] Sent record 66132
[2025-05-21 04:25:56.172599] Sent record 66135
[2025-05-21 04:25:57.173519] Sent record 66133
[2025-05-21 04:25:58.174516] Sent record 66134
[2025-05-21 04:25:59.175232] Sent record 66136
[2025-05-21 04:26:00.175875] Sent record 66138
[2025-05-21 04:26:01.176758] Sent record 66139
[2025-05-21 04:26:02.177493] Sent record 66140
[2025-05-21 04:26:03.178351] Sent record 66137
[2025-05-21 04:26:04.179108] Sent record 66141
[2025-05-21 04:26:05.179840] Sent record 66142
[2025-05-21 04:26:06.180839] Sent record 66143
[2025-05-21 04:26:07.181695] Sent record 66145
[2025-05-21 04:26:08.182442] Sent record 66146
[2025-05-21 04:26:09.183309] Sent record 66144
[2025-05-21 04:26:10.184041] Sent record 66147
[2025-05-21 04:26:11.184850] Sent record 66148
[2025-05-21 04:26:12.185710] Sent record 66149
[2025-05-21 04:26:13.186537] Sent record 66150
[2025-05-21 04:26:14.187317] Sent record 66151
[2025-05-21 04:26:15.188081] Sent record 66153
[2025-05-21 04:26:16.188863] Sent record 66152
[2025-05-21 04:26:17.189821] Sent record 66154
[2025-05-21 04:26:18.190543] Sent record 66155
[2025-05-21 04:26:19.191537] Sent record 66156
[2025-05-21 04:26:20.192230] Sent record 66157
[2025-05-21 04:26:21.193173] Sent record 66158
[2025-05-21 04:26:22.194085] Sent record 66159
[2025-05-21 04:26:23.194852] Sent record 66160
[2025-05-21 04:26:24.195634] Sent record 66164
[2025-05-21 04:26:25.196421] Sent record 66162
