[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:08:28.044061] Sent record 65088
[2025-05-21 04:08:29.045066] Sent record 65087
[2025-05-21 04:08:30.045821] Sent record 65086
[2025-05-21 04:08:31.046553] Sent record 65089
[2025-05-21 04:08:32.047371] Sent record 65090
[2025-05-21 04:08:33.048301] Sent record 65091
[2025-05-21 04:08:34.049112] Sent record 65092
[2025-05-21 04:08:35.049984] Sent record 65093
[2025-05-21 04:08:36.050756] Sent record 65094
[2025-05-21 04:08:37.051608] Sent record 65095
[2025-05-21 04:08:38.052390] Sent record 65096
[2025-05-21 04:08:39.053235] Sent record 65097
[2025-05-21 04:08:40.053973] Sent record 65100
[2025-05-21 04:08:41.054670] Sent record 65098
[2025-05-21 04:08:42.055342] Sent record 65099
[2025-05-21 04:08:43.056135] Sent record 65101
[2025-05-21 04:08:44.056904] Sent record 65102
[2025-05-21 04:08:45.057585] Sent record 65103
[2025-05-21 04:08:46.058369] Sent record 65104
[2025-05-21 04:08:47.058947] Sent record 65105
[2025-05-21 04:08:48.059941] Sent record 65109
[2025-05-21 04:08:49.060644] Sent record 65106
[2025-05-21 04:08:50.061429] Sent record 65107
[2025-05-21 04:08:51.062507] Sent record 65108
[2025-05-21 04:08:52.063301] Sent record 65111
[2025-05-21 04:08:53.064132] Sent record 65112
[2025-05-21 04:08:54.065162] Sent record 65113
[2025-05-21 04:08:55.066162] Sent record 65110
[2025-05-21 04:08:56.066956] Sent record 65114
[2025-05-21 04:08:57.067866] Sent record 65115
[2025-05-21 04:08:58.068810] Sent record 65116
[2025-05-21 04:08:59.069840] Sent record 65117
[2025-05-21 04:09:00.070717] Sent record 65118
[2025-05-21 04:09:01.071420] Sent record 65119
[2025-05-21 04:09:02.072194] Sent record 65120
[2025-05-21 04:09:03.073001] Sent record 65121
[2025-05-21 04:09:04.073879] Sent record 65122
[2025-05-21 04:09:05.074689] Sent record 65123
[2025-05-21 04:09:06.075547] Sent record 65124
[2025-05-21 04:09:07.076330] Sent record 65125
[2025-05-21 04:09:08.077179] Sent record 65129
[2025-05-21 04:09:09.077979] Sent record 65128
[2025-05-21 04:09:10.078755] Sent record 65126
[2025-05-21 04:09:11.079537] Sent record 65127
[2025-05-21 04:09:12.080293] Sent record 65130
[2025-05-21 04:09:13.081078] Sent record 65131
[2025-05-21 04:09:14.081641] Sent record 65132
[2025-05-21 04:09:15.082448] Sent record 65133
[2025-05-21 04:09:16.083207] Sent record 65134
[2025-05-21 04:09:17.083976] Sent record 65135
[2025-05-21 04:09:18.085123] Sent record 65136
[2025-05-21 04:09:19.086098] Sent record 65137
[2025-05-21 04:09:20.086888] Sent record 65138
[2025-05-21 04:09:21.087782] Sent record 65139
[2025-05-21 04:09:22.088512] Sent record 65140
[2025-05-21 04:09:23.089307] Sent record 65141
[2025-05-21 04:09:24.090219] Sent record 65142
[2025-05-21 04:09:25.090994] Sent record 65143
[2025-05-21 04:09:26.091851] Sent record 65144
[2025-05-21 04:09:27.092601] Sent record 65145
[2025-05-21 04:09:28.093367] Sent record 65146
[2025-05-21 04:09:29.094109] Sent record 65147
[2025-05-21 04:09:30.094945] Sent record 65148
[2025-05-21 04:09:31.095703] Sent record 65149
[2025-05-21 04:09:32.096396] Sent record 65150
[2025-05-21 04:09:33.097195] Sent record 65151
[2025-05-21 04:09:34.098001] Sent record 65152
[2025-05-21 04:09:35.098818] Sent record 65153
[2025-05-21 04:09:36.099572] Sent record 65154
[2025-05-21 04:09:37.100382] Sent record 65155
[2025-05-21 04:09:38.101140] Sent record 65156
[2025-05-21 04:09:39.101930] Sent record 65157
[2025-05-21 04:09:40.102671] Sent record 65159
[2025-05-21 04:09:41.103779] Sent record 65158
[2025-05-21 04:09:42.104568] Sent record 65161
[2025-05-21 04:09:43.105348] Sent record 65162
[2025-05-21 04:09:44.106256] Sent record 65160
[2025-05-21 04:09:45.107053] Sent record 65163
[2025-05-21 04:09:46.107855] Sent record 65164
[2025-05-21 04:09:47.108556] Sent record 65165
[2025-05-21 04:09:48.109321] Sent record 65166
[2025-05-21 04:09:49.110040] Sent record 65171
[2025-05-21 04:09:50.110778] Sent record 65170
[2025-05-21 04:09:51.111723] Sent record 65169
[2025-05-21 04:09:52.112936] Sent record 65167
[2025-05-21 04:09:53.113557] Sent record 65168
[2025-05-21 04:09:54.114326] Sent record 65172
[2025-05-21 04:09:55.115053] Sent record 65173
[2025-05-21 04:09:56.115956] Sent record 65174
[2025-05-21 04:09:57.116831] Sent record 65175
[2025-05-21 04:09:58.117802] Sent record 65180
[2025-05-21 04:09:59.118589] Sent record 65179
[2025-05-21 04:10:00.119412] Sent record 65177
[2025-05-21 04:10:01.124013] Sent record 65176
[2025-05-21 04:10:02.124853] Sent record 65178
[2025-05-21 04:10:03.125591] Sent record 65181
[2025-05-21 04:10:04.126378] Sent record 65182
[2025-05-21 04:10:05.127111] Sent record 65183
[2025-05-21 04:10:06.127925] Sent record 65184
[2025-05-21 04:10:07.128604] Sent record 65185
[2025-05-21 04:10:08.129336] Sent record 65190
[2025-05-21 04:10:09.129945] Sent record 65189
[2025-05-21 04:10:10.130942] Sent record 65186
[2025-05-21 04:10:11.131795] Sent record 65187
[2025-05-21 04:10:12.132897] Sent record 65188
[2025-05-21 04:10:13.133630] Sent record 65191
[2025-05-21 04:10:14.134737] Sent record 65194
[2025-05-21 04:10:15.135549] Sent record 65192
[2025-05-21 04:10:16.136297] Sent record 65193
[2025-05-21 04:10:17.137129] Sent record 65195
[2025-05-21 04:10:18.138022] Sent record 65196
[2025-05-21 04:10:19.138885] Sent record 65197
[2025-05-21 04:10:20.139630] Sent record 65198
[2025-05-21 04:10:21.140222] Sent record 65199
[2025-05-21 04:10:22.140953] Sent record 65200
[2025-05-21 04:10:23.141834] Sent record 65201
[2025-05-21 04:10:24.142795] Sent record 65202
[2025-05-21 04:10:25.143816] Sent record 65203
[2025-05-21 04:10:26.144569] Sent record 65204
[2025-05-21 04:10:27.145336] Sent record 65205
[2025-05-21 04:10:28.146277] Sent record 65206
[2025-05-21 04:10:29.147058] Sent record 65207
[2025-05-21 04:10:30.147986] Sent record 65208
[2025-05-21 04:10:31.149091] Sent record 65211
[2025-05-21 04:10:32.149776] Sent record 65209
[2025-05-21 04:10:33.150415] Sent record 65210
[2025-05-21 04:10:34.151208] Sent record 65212
[2025-05-21 04:10:35.152001] Sent record 65213
[2025-05-21 04:10:36.154900] Sent record 65214
[2025-05-21 04:10:37.155712] Sent record 65215
[2025-05-21 04:10:38.156782] Sent record 65216
[2025-05-21 04:10:39.157543] Sent record 65219
[2025-05-21 04:10:40.158342] Sent record 65217
[2025-05-21 04:10:41.159088] Sent record 65218
[2025-05-21 04:10:42.159860] Sent record 65220
[2025-05-21 04:10:43.160647] Sent record 65221
[2025-05-21 04:10:44.161416] Sent record 65222
[2025-05-21 04:10:45.162084] Sent record 65223
[2025-05-21 04:10:46.162995] Sent record 65224
[2025-05-21 04:10:47.163826] Sent record 65225
[2025-05-21 04:10:48.164636] Sent record 65226
[2025-05-21 04:10:49.165398] Sent record 65228
[2025-05-21 04:10:50.166198] Sent record 65227
[2025-05-21 04:10:51.167133] Sent record 65229
[2025-05-21 04:10:52.168150] Sent record 65231
[2025-05-21 04:10:53.170605] Sent record 65233
[2025-05-21 04:10:54.171318] Sent record 65230
[2025-05-21 04:10:55.172075] Sent record 65232
[2025-05-21 04:10:56.172802] Sent record 65234
[2025-05-21 04:10:57.173481] Sent record 65235
[2025-05-21 04:10:58.174323] Sent record 65236
[2025-05-21 04:10:59.175098] Sent record 65237
[2025-05-21 04:11:00.175954] Sent record 65238
[2025-05-21 04:11:01.176804] Sent record 65240
[2025-05-21 04:11:02.177594] Sent record 65241
[2025-05-21 04:11:03.178364] Sent record 65239
[2025-05-21 04:11:04.179110] Sent record 65242
[2025-05-21 04:11:05.179828] Sent record 65243
[2025-05-21 04:11:06.180678] Sent record 65244
[2025-05-21 04:11:07.181441] Sent record 65246
[2025-05-21 04:11:08.182558] Sent record 65245
[2025-05-21 04:11:09.183412] Sent record 65248
[2025-05-21 04:11:10.184282] Sent record 65247
[2025-05-21 04:11:11.185096] Sent record 65249
[2025-05-21 04:11:12.185921] Sent record 65251
[2025-05-21 04:11:13.186937] Sent record 65252
[2025-05-21 04:11:14.187574] Sent record 65253
[2025-05-21 04:11:15.188410] Sent record 65254
[2025-05-21 04:11:16.189192] Sent record 65250
[2025-05-21 04:11:17.190038] Sent record 65255
[2025-05-21 04:11:18.190884] Sent record 65256
[2025-05-21 04:11:19.191717] Sent record 65257
[2025-05-21 04:11:20.192567] Sent record 65259
[2025-05-21 04:11:21.195598] Sent record 65258
[2025-05-21 04:11:22.196401] Sent record 65260
[2025-05-21 04:11:23.197231] Sent record 65261
[2025-05-21 04:11:24.198033] Sent record 65262
[2025-05-21 04:11:25.198836] Sent record 65263
[2025-05-21 04:11:26.199587] Sent record 65264
[2025-05-21 04:11:27.200388] Sent record 65265
[2025-05-21 04:11:28.201039] Sent record 65270
[2025-05-21 04:11:29.201798] Sent record 65269
[2025-05-21 04:11:30.202524] Sent record 65267
[2025-05-21 04:11:31.203554] Sent record 65268
[2025-05-21 04:11:32.204412] Sent record 65266
[2025-05-21 04:11:33.205274] Sent record 65271
[2025-05-21 04:11:34.206310] Sent record 65272
[2025-05-21 04:11:35.207209] Sent record 65273
[2025-05-21 04:11:36.207927] Sent record 65274
[2025-05-21 04:11:37.208623] Sent record 65275
[2025-05-21 04:11:38.209913] Sent record 65276
[2025-05-21 04:11:39.210901] Sent record 65277
[2025-05-21 04:11:40.211641] Sent record 65278
[2025-05-21 04:11:41.212434] Sent record 65281
[2025-05-21 04:11:42.213476] Sent record 65279
[2025-05-21 04:11:43.214506] Sent record 65280
[2025-05-21 04:11:44.215297] Sent record 65282
[2025-05-21 04:11:45.216239] Sent record 65283
[2025-05-21 04:11:46.217054] Sent record 65284
[2025-05-21 04:11:47.217745] Sent record 65285
[2025-05-21 04:11:48.218503] Sent record 65286
[2025-05-21 04:11:49.219285] Sent record 65287
[2025-05-21 04:11:50.221541] Sent record 65293
[2025-05-21 04:11:51.222472] Sent record 65294
[2025-05-21 04:11:52.223288] Sent record 65292
[2025-05-21 04:11:53.224064] Sent record 65289
[2025-05-21 04:11:54.224979] Sent record 65290
[2025-05-21 04:11:55.225706] Sent record 65291
[2025-05-21 04:11:56.226411] Sent record 65288
[2025-05-21 04:11:57.227122] Sent record 65295
[2025-05-21 04:11:58.227941] Sent record 65296
[2025-05-21 04:11:59.228640] Sent record 65297
[2025-05-21 04:12:00.229182] Sent record 65298
[2025-05-21 04:12:01.229960] Sent record 65299
[2025-05-21 04:12:02.230966] Sent record 65300
[2025-05-21 04:12:03.231711] Sent record 65301
[2025-05-21 04:12:04.232673] Sent record 65302
[2025-05-21 04:12:05.233311] Sent record 65303
[2025-05-21 04:12:06.233922] Sent record 65304
[2025-05-21 04:12:07.234716] Sent record 65309
[2025-05-21 04:12:08.235479] Sent record 65310
[2025-05-21 04:12:09.236188] Sent record 65308
[2025-05-21 04:12:10.236928] Sent record 65306
[2025-05-21 04:12:11.237712] Sent record 65305
[2025-05-21 04:12:12.238471] Sent record 65307
[2025-05-21 04:12:13.239338] Sent record 65311
[2025-05-21 04:12:14.240349] Sent record 65312
[2025-05-21 04:12:15.241158] Sent record 65313
[2025-05-21 04:12:16.241982] Sent record 65314
[2025-05-21 04:12:17.242815] Sent record 65315
[2025-05-21 04:12:18.243858] Sent record 65316
[2025-05-21 04:12:19.244602] Sent record 65317
[2025-05-21 04:12:20.245408] Sent record 65320
[2025-05-21 04:12:21.246447] Sent record 65319
[2025-05-21 04:12:22.247216] Sent record 65318
[2025-05-21 04:12:23.247830] Sent record 65321
[2025-05-21 04:12:24.248575] Sent record 65322
[2025-05-21 04:12:25.249351] Sent record 65323
[2025-05-21 04:12:26.250194] Sent record 65324
[2025-05-21 04:12:27.251100] Sent record 65325
[2025-05-21 04:12:28.251899] Sent record 65326
[2025-05-21 04:12:29.252960] Sent record 65327
[2025-05-21 04:12:30.253796] Sent record 65330
[2025-05-21 04:12:31.254632] Sent record 65328
[2025-05-21 04:12:32.255613] Sent record 65329
[2025-05-21 04:12:33.256230] Sent record 65331
[2025-05-21 04:12:34.257378] Sent record 65332
[2025-05-21 04:12:35.258228] Sent record 65338
[2025-05-21 04:12:36.259061] Sent record 65337
[2025-05-21 04:12:37.259864] Sent record 65339
[2025-05-21 04:12:38.260746] Sent record 65335
[2025-05-21 04:12:39.261432] Sent record 65334
[2025-05-21 04:12:40.262305] Sent record 65333
[2025-05-21 04:12:41.263091] Sent record 65336
[2025-05-21 04:12:42.263805] Sent record 65340
[2025-05-21 04:12:43.264572] Sent record 65341
[2025-05-21 04:12:44.265455] Sent record 65342
[2025-05-21 04:12:45.266376] Sent record 65343
[2025-05-21 04:12:46.267176] Sent record 65344
[2025-05-21 04:12:47.268327] Sent record 65345
[2025-05-21 04:12:48.269174] Sent record 65346
[2025-05-21 04:12:49.270302] Sent record 65347
[2025-05-21 04:12:50.271221] Sent record 65349
[2025-05-21 04:12:51.272063] Sent record 65348
[2025-05-21 04:12:52.272853] Sent record 65350
[2025-05-21 04:12:53.273855] Sent record 65351
[2025-05-21 04:12:54.274625] Sent record 65352
[2025-05-21 04:12:55.275382] Sent record 65353
[2025-05-21 04:12:56.276394] Sent record 65354
[2025-05-21 04:12:57.277234] Sent record 65355
[2025-05-21 04:12:58.277990] Sent record 65356
[2025-05-21 04:12:59.278732] Sent record 65357
[2025-05-21 04:13:00.279607] Sent record 65358
[2025-05-21 04:13:01.280334] Sent record 65359
[2025-05-21 04:13:02.281462] Sent record 65360
[2025-05-21 04:13:03.282280] Sent record 65361
[2025-05-21 04:13:04.283112] Sent record 65362
[2025-05-21 04:13:05.285080] Sent record 65363
[2025-05-21 04:13:06.285842] Sent record 65364
[2025-05-21 04:13:07.286705] Sent record 65365
[2025-05-21 04:13:08.287712] Sent record 65366
[2025-05-21 04:13:09.288394] Sent record 65367
[2025-05-21 04:13:10.289160] Sent record 65368
[2025-05-21 04:13:11.289894] Sent record 65371
[2025-05-21 04:13:12.290596] Sent record 65369
[2025-05-21 04:13:13.291585] Sent record 65370
[2025-05-21 04:13:14.292350] Sent record 65372
[2025-05-21 04:13:15.293305] Sent record 65373
[2025-05-21 04:13:16.294108] Sent record 65374
[2025-05-21 04:13:17.295008] Sent record 65375
[2025-05-21 04:13:18.295856] Sent record 65376
[2025-05-21 04:13:19.296705] Sent record 65377
[2025-05-21 04:13:20.297339] Sent record 65378
[2025-05-21 04:13:21.298129] Sent record 65380
[2025-05-21 04:13:22.298960] Sent record 65379
[2025-05-21 04:13:23.299848] Sent record 65382
[2025-05-21 04:13:24.300842] Sent record 65381
[2025-05-21 04:13:25.301637] Sent record 65383
[2025-05-21 04:13:26.302624] Sent record 65384
[2025-05-21 04:13:27.303394] Sent record 65385
[2025-05-21 04:13:28.304211] Sent record 65386
[2025-05-21 04:13:29.305015] Sent record 65387
[2025-05-21 04:13:30.305850] Sent record 65388
[2025-05-21 04:13:31.306579] Sent record 65390
[2025-05-21 04:13:32.307498] Sent record 65389
[2025-05-21 04:13:33.308694] Sent record 65396
[2025-05-21 04:13:34.309286] Sent record 65395
[2025-05-21 04:13:35.310068] Sent record 65391
[2025-05-21 04:13:36.310872] Sent record 65393
[2025-05-21 04:13:37.311824] Sent record 65392
[2025-05-21 04:13:38.312730] Sent record 65394
[2025-05-21 04:13:39.313355] Sent record 65397
[2025-05-21 04:13:40.314303] Sent record 65398
[2025-05-21 04:13:41.315159] Sent record 65399
[2025-05-21 04:13:42.315992] Sent record 65400
[2025-05-21 04:13:43.316865] Sent record 65401
[2025-05-21 04:13:44.317675] Sent record 65402
[2025-05-21 04:13:45.318760] Sent record 65403
[2025-05-21 04:13:46.319512] Sent record 65404
[2025-05-21 04:13:47.339719] Sent record 65405
[2025-05-21 04:13:48.340426] Sent record 65406
[2025-05-21 04:13:49.341259] Sent record 65409
[2025-05-21 04:13:50.342222] Sent record 65410
[2025-05-21 04:13:51.343082] Sent record 65407
[2025-05-21 04:13:52.343780] Sent record 65408
[2025-05-21 04:13:53.344788] Sent record 65412
[2025-05-21 04:13:54.345823] Sent record 65411
[2025-05-21 04:13:55.346552] Sent record 65413
[2025-05-21 04:13:56.347287] Sent record 65414
[2025-05-21 04:13:57.348141] Sent record 65415
[2025-05-21 04:13:58.348945] Sent record 65416
[2025-05-21 04:13:59.349921] Sent record 65417
[2025-05-21 04:14:00.350638] Sent record 65418
[2025-05-21 04:14:01.351758] Sent record 65420
[2025-05-21 04:14:02.352549] Sent record 65419
[2025-05-21 04:14:03.353309] Sent record 65421
[2025-05-21 04:14:04.354286] Sent record 65422
[2025-05-21 04:14:05.355156] Sent record 65423
[2025-05-21 04:14:06.356107] Sent record 65424
[2025-05-21 04:14:07.357029] Sent record 65425
[2025-05-21 04:14:08.357812] Sent record 65426
[2025-05-21 04:14:09.358574] Sent record 65427
[2025-05-21 04:14:10.359623] Sent record 65428
[2025-05-21 04:14:11.360451] Sent record 65429
[2025-05-21 04:14:12.361208] Sent record 65430
[2025-05-21 04:14:13.361911] Sent record 65432
[2025-05-21 04:14:14.362746] Sent record 65434
[2025-05-21 04:14:15.363518] Sent record 65431
[2025-05-21 04:14:16.364384] Sent record 65433
[2025-05-21 04:14:17.365336] Sent record 65435
[2025-05-21 04:14:18.366088] Sent record 65436
[2025-05-21 04:14:19.366925] Sent record 65437
[2025-05-21 04:14:20.368053] Sent record 65438
[2025-05-21 04:14:21.368819] Sent record 65442
[2025-05-21 04:14:22.369487] Sent record 65441
[2025-05-21 04:14:23.370287] Sent record 65440
[2025-05-21 04:14:24.371166] Sent record 65439
[2025-05-21 04:14:25.371983] Sent record 65444
[2025-05-21 04:14:26.373021] Sent record 65443
[2025-05-21 04:14:27.374097] Sent record 65445
[2025-05-21 04:14:28.374942] Sent record 65446
[2025-05-21 04:14:29.375722] Sent record 65447
[2025-05-21 04:14:30.376435] Sent record 65448
[2025-05-21 04:14:31.377286] Sent record 65449
[2025-05-21 04:14:32.377956] Sent record 65450
[2025-05-21 04:14:33.378543] Sent record 65452
[2025-05-21 04:14:34.379452] Sent record 65451
[2025-05-21 04:14:35.380411] Sent record 65453
[2025-05-21 04:14:36.381261] Sent record 65454
[2025-05-21 04:14:37.382250] Sent record 65455
[2025-05-21 04:14:38.383083] Sent record 65456
[2025-05-21 04:14:39.383880] Sent record 65457
[2025-05-21 04:14:40.384726] Sent record 65461
[2025-05-21 04:14:41.385787] Sent record 65462
[2025-05-21 04:14:42.386536] Sent record 65459
[2025-05-21 04:14:43.387280] Sent record 65458
[2025-05-21 04:14:44.388124] Sent record 65460
[2025-05-21 04:14:45.388960] Sent record 65463
[2025-05-21 04:14:46.389793] Sent record 65464
[2025-05-21 04:14:47.390565] Sent record 65465
[2025-05-21 04:14:48.391410] Sent record 65466
[2025-05-21 04:14:49.392172] Sent record 65467
[2025-05-21 04:14:50.393022] Sent record 65468
[2025-05-21 04:14:51.393765] Sent record 65469
[2025-05-21 04:14:52.394538] Sent record 65475
[2025-05-21 04:14:53.395360] Sent record 65474
[2025-05-21 04:14:54.396218] Sent record 65471
[2025-05-21 04:14:55.396941] Sent record 65472
[2025-05-21 04:14:56.397630] Sent record 65473
[2025-05-21 04:14:57.398396] Sent record 65470
[2025-05-21 04:14:58.399153] Sent record 65476
[2025-05-21 04:14:59.399951] Sent record 65477
[2025-05-21 04:15:00.400798] Sent record 65478
[2025-05-21 04:15:01.401462] Sent record 65479
[2025-05-21 04:15:02.402549] Sent record 65480
[2025-05-21 04:15:03.403359] Sent record 65481
[2025-05-21 04:15:04.404110] Sent record 65487
[2025-05-21 04:15:05.404999] Sent record 65486
[2025-05-21 04:15:06.405849] Sent record 65484
[2025-05-21 04:15:07.406819] Sent record 65482
[2025-05-21 04:15:08.407629] Sent record 65485
[2025-05-21 04:15:09.408329] Sent record 65483
[2025-05-21 04:15:10.409095] Sent record 65488
[2025-05-21 04:15:11.409926] Sent record 65489
[2025-05-21 04:15:12.410757] Sent record 65490
[2025-05-21 04:15:13.411465] Sent record 65494
